watchdog_at=2026-07-16T02:17:07Z
cat: /sys/kernel/debug/zcnblk/state: Permission denied
      68       28
    PID     TID PSR STAT COMMAND         WCHAN
   1387    1387  96 S    irq/31-ACPI:Ged -
   1388    1388  96 S    irq/32-ACPI:Ged -
   1389    1389  96 S    irq/33-ACPI:Ged -
   1390    1390  96 S    irq/34-ACPI:Ged -
   1391    1391  96 S    irq/35-ACPI:Ged -
   1392    1392  96 S    irq/36-ACPI:Ged -
   1393    1393  96 S    irq/37-ACPI:Ged -
   1394    1394  96 S    irq/38-ACPI:Ged -
   1395    1395  96 S    irq/39-ACPI:Ged -
   1396    1396  96 S    irq/40-ACPI:Ged -
   1397    1397  96 S    irq/41-ACPI:Ged -
   1398    1398  96 S    irq/42-ACPI:Ged -
   1399    1399  96 S    irq/43-ACPI:Ged -
   1400    1400  96 S    irq/44-ACPI:Ged -
   1401    1401  96 S    irq/45-ACPI:Ged -
   1402    1402  96 S    irq/46-ACPI:Ged -
   1403    1403  96 S    irq/47-ACPI:Ged -
   1404    1404  96 S    irq/48-ACPI:Ged -
   1405    1405   4 I<   kworker/R-acpi_ -
   1406    1406  26 I    kworker/26:1-mm -
   1407    1407   1 I    kworker/1:1-eve -
   1408    1408   3 I    kworker/3:1-mm_ -
   1409    1409   4 I    kworker/4:1-mm_ -
   1410    1410   5 I    kworker/5:1-eve -
   1412    1412   7 I    kworker/7:1-mm_ -
   1413    1413   8 I    kworker/8:1-mm_ -
   1414    1414   9 I    kworker/9:1-eve -
   1415    1415  10 I    kworker/10:1-mm -
   1416    1416  11 I    kworker/11:1-mm -
   1417    1417  12 I    kworker/12:1-mm -
   1418    1418  13 I    kworker/13:1-mm -
   1419    1419  14 I    kworker/14:1-ev -
   1420    1420  15 I    kworker/15:1-mm -
   1421    1421  16 I    kworker/16:1-mm -
   1422    1422  17 I    kworker/17:1-mm -
   1423    1423  18 I    kworker/18:1-mm -
   1424    1424  19 I    kworker/19:1-mm -
   1426    1426  21 I    kworker/21:1-mm -
   1427    1427  22 I    kworker/22:1-mm -
   1428    1428  23 I    kworker/23:1-ev -
   1429    1429  24 I    kworker/24:1-mm -
   1430    1430  25 I    kworker/25:1-mm -
   1431    1431  27 I    kworker/27:1-mm -
   1432    1432  28 I    kworker/28:1-mm -
   1433    1433  29 I    kworker/29:1-mm -
   1434    1434  30 I    kworker/30:1-mm -
   1435    1435  31 I    kworker/31:1-mm -
   1436    1436  32 I    kworker/32:1-mm -
   1437    1437  33 I    kworker/33:1-mm -
   1438    1438  34 I    kworker/34:1-mm -
   1439    1439  35 I    kworker/35:1-mm -
   1440    1440  36 I    kworker/36:1-mm -
   1441    1441  37 I    kworker/37:1-mm -
   1442    1442  38 I    kworker/38:1-mm -
   1443    1443  39 I    kworker/39:1-mm -
   1444    1444  40 I    kworker/40:1-mm -
   1445    1445  41 I    kworker/41:1-mm -
   1446    1446  42 I    kworker/42:1-mm -
   1447    1447  43 I    kworker/43:1-mm -
   1448    1448  44 I    kworker/44:1-mm -
   1449    1449  45 I    kworker/45:1-mm -
   1450    1450  46 I    kworker/46:1-mm -
   1451    1451  47 I    kworker/47:1-mm -
   1452    1452  48 I    kworker/48:1-mm -
   1453    1453  49 I    kworker/49:1-mm -
   1454    1454  50 I    kworker/50:1-mm -
   1455    1455  51 I    kworker/51:1-mm -
   1456    1456  52 I    kworker/52:1-mm -
   1457    1457  53 I    kworker/53:1-mm -
   1458    1458  54 I    kworker/54:1-mm -
   1459    1459  55 I    kworker/55:1-mm -
   1460    1460  56 I    kworker/56:1-cg -
   1461    1461  57 I    kworker/57:1-mm -
   1462    1462  58 I    kworker/58:1-mm -
   1463    1463  59 I    kworker/59:1-mm -
   1464    1464  60 I    kworker/60:1-mm -
   1465    1465  61 I    kworker/61:1-mm -
   1466    1466  62 I    kworker/62:1-mm -
   1467    1467  63 I    kworker/63:1-mm -
   1468    1468  64 I    kworker/64:1-mm -
   1469    1469  65 I    kworker/65:1-mm -
   1470    1470  66 I    kworker/66:1-ev -
   1471    1471  67 I    kworker/67:1-mm -
   1472    1472  68 I    kworker/68:1-mm -
   1473    1473  69 I    kworker/69:1-cg -
   1474    1474  70 I    kworker/70:1-cg -
   1475    1475  71 I    kworker/71:1-mm -
   1476    1476  72 I    kworker/72:1-mm -
   1477    1477  73 I    kworker/73:1-mm -
   1478    1478  74 I    kworker/74:1-mm -
   1479    1479  75 I    kworker/75:1-mm -
   1480    1480  76 I    kworker/76:1-mm -
   1481    1481  77 I    kworker/77:1-mm -
   1482    1482  78 I    kworker/78:1-mm -
   1483    1483  79 I    kworker/79:1-mm -
   1484    1484  80 I    kworker/80:1-mm -
   1485    1485  81 I    kworker/81:1-mm -
   1486    1486  82 I    kworker/82:1-ev -
   1487    1487  83 I    kworker/83:1-mm -
   1488    1488  84 I    kworker/84:1-mm -
   1489    1489  85 I    kworker/85:1-mm -
   1490    1490  86 I    kworker/86:1-mm -
   1491    1491  87 I    kworker/87:1-mm -
   1492    1492  88 I    kworker/88:1-mm -
   1493    1493  89 I    kworker/89:1-mm -
   1494    1494  90 I    kworker/90:1-mm -
   1495    1495  91 I    kworker/91:1-mm -
   1496    1496  92 I    kworker/92:1-mm -
   1497    1497  93 I    kworker/93:1-mm -
   1498    1498  94 I    kworker/94:1-mm -
   1499    1499  95 I    kworker/95:1-cg -
   1500    1500  97 I    kworker/97:1-mm -
   1501    1501  98 I    kworker/98:1-mm -
   1502    1502  99 I    kworker/99:1-mm -
   1503    1503 100 I    kworker/100:1-m -
   1504    1504 101 I    kworker/101:1-m -
   1505    1505 102 R    kworker/102:1-m -
   1506    1506 103 I    kworker/103:1-m -
   1507    1507 104 I    kworker/104:1-e -
   1508    1508 105 I    kworker/105:1-m -
   1509    1509 106 I    kworker/106:1-m -
   1510    1510 107 I    kworker/107:1-m -
   1511    1511 108 I    kworker/108:1-m -
   1512    1512 109 I    kworker/109:1-m -
   1513    1513 110 I    kworker/110:1-m -
   1514    1514 111 I    kworker/111:1-m -
   1515    1515 112 I    kworker/112:1-m -
   1516    1516 113 I    kworker/113:1-m -
   1517    1517 114 I    kworker/114:1-m -
   1518    1518 115 I    kworker/115:1-m -
   1519    1519 116 I    kworker/116:1-e -
   1520    1520 117 I    kworker/117:1-m -
   1521    1521 118 I    kworker/118:1-m -
   1522    1522 119 I    kworker/119:1-m -
   1524    1524 121 I    kworker/121:1-m -
   1525    1525 122 I    kworker/122:1-m -
   1526    1526 123 I    kworker/123:1-m -
   1527    1527 124 I    kworker/124:1-m -
   1528    1528 125 I    kworker/125:1-m -
   1529    1529 126 I    kworker/126:1-m -
   1530    1530 127 I    kworker/127:1-m -
   1531    1531 128 I    kworker/128:1-m -
   1532    1532 129 I    kworker/129:1-c -
   1533    1533 130 I    kworker/130:1-m -
   1534    1534 131 I    kworker/131:1-m -
   1535    1535 132 I    kworker/132:1-m -
   1536    1536 133 I    kworker/133:1-m -
   1537    1537 134 I    kworker/134:1-m -
   1538    1538 135 I    kworker/135:1-m -
   1539    1539 136 I    kworker/136:1-m -
   1540    1540 137 I    kworker/137:1-m -
   1541    1541 138 I    kworker/138:1-m -
   1542    1542 139 I    kworker/139:1-m -
   1543    1543 140 I    kworker/140:1-m -
   1544    1544 141 I    kworker/141:1-m -
   1545    1545 142 I    kworker/142:1-m -
   1546    1546 143 I    kworker/143:1-m -
   1547    1547 144 I    kworker/144:1-m -
   1548    1548 145 I    kworker/145:1-m -
   1549    1549 146 I    kworker/146:1-m -
   1550    1550 147 I    kworker/147:1-m -
   1551    1551 148 I    kworker/148:1-m -
   1552    1552 149 I    kworker/149:1-m -
   1553    1553 150 I    kworker/150:1-m -
   1554    1554 151 I    kworker/151:1-m -
   1555    1555 152 I    kworker/152:1-c -
   1556    1556 153 I    kworker/153:1-m -
   1557    1557 154 I    kworker/154:1-m -
   1558    1558 155 I    kworker/155:1-m -
   1559    1559 156 I    kworker/156:1-m -
   1560    1560 157 I    kworker/157:1-m -
   1561    1561 158 I    kworker/158:1-m -
   1562    1562 159 I    kworker/159:1-m -
   1563    1563 160 I    kworker/160:1-m -
   1564    1564 161 I    kworker/161:1-m -
   1565    1565 162 I    kworker/162:1-m -
   1566    1566 163 I    kworker/163:1-m -
   1567    1567 164 I    kworker/164:1-m -
   1568    1568 165 I    kworker/165:1-m -
   1569    1569 166 I    kworker/166:1-m -
   1570    1570 167 I    kworker/167:1-m -
   1571    1571 168 I    kworker/168:1-m -
   1572    1572 169 I    kworker/169:1-m -
   1573    1573 170 I    kworker/170:1-m -
   1575    1575 172 I    kworker/172:1-m -
   1576    1576 173 I    kworker/173:1-m -
   1577    1577 174 I    kworker/174:1-m -
   1578    1578 175 I    kworker/175:1-m -
   1579    1579 176 I    kworker/176:1-m -
   1580    1580 177 I    kworker/177:1-m -
   1581    1581 178 I    kworker/178:1-m -
   1582    1582 179 I    kworker/179:1-m -
   1583    1583 180 I    kworker/180:1-m -
   1584    1584 181 I    kworker/181:1-m -
   1585    1585 182 I    kworker/182:1-m -
   1586    1586 183 I    kworker/183:1-m -
   1587    1587 184 I    kworker/184:1-m -
   1588    1588 185 I    kworker/185:1-m -
   1589    1589 186 I    kworker/186:1-m -
   1590    1590 187 I    kworker/187:1-m -
   1591    1591 188 I    kworker/188:1-m -
   1592    1592 189 I    kworker/189:1-m -
   1593    1593 190 I    kworker/190:1-m -
   1594    1594  26 I<   kworker/R-nvme- -
   1595    1595   2 I<   kworker/R-nvme- -
   1596    1596   0 I<   kworker/R-nvme- -
   1597    1597   2 I<   kworker/R-nvme- -
   1598    1598   7 I<   kworker/R-ena   -
   1599    1599  23 I    kworker/u769:2- -
   1600    1600  85 I    kworker/u769:3- -
   1601    1601   0 I    kworker/0:2-cgr -
   1602    1602  89 I<   kworker/R-mld   -
   1603    1603  91 I<   kworker/R-ipv6_ -
   1604    1604  86 I<   kworker/R-kstrp -
   1606    1606  64 I<   kworker/u772:0  -
   1607    1607   8 I<   kworker/u773:0  -
   1618    1618   2 I<   kworker/R-charg -
   1619    1619   2 S    irq/49-ACPI:Eve -
   1620    1620   2 S    irq/50-ACPI:Eve -
   1621    1621  12 S    jbd2/nvme0n1p1- -
   1622    1622   2 I<   kworker/R-ext4- -
   1623    1623   6 I<   kworker/6:1H-kb -
   1626    1626   2 I<   kworker/2:1H-kb -
   1647    1647  18 I<   kworker/18:1H-k -
   1655    1655  23 I<   kworker/23:1H-k -
   1657    1657  29 I<   kworker/29:1H-k -
   1662    1662   1 I<   kworker/1:1H-kb -
   1665    1665   7 I<   kworker/7:1H-kb -
   1667    1667   8 I<   kworker/8:1H-kb -
   1669    1669   9 I<   kworker/9:1H-kb -
   1671    1671  10 I<   kworker/10:1H-k -
   1672    1672  12 S<s  systemd-journal -
   1674    1674  11 I<   kworker/11:1H-k -
   1675    1675  12 I<   kworker/12:1H-k -
   1678    1678  96 I<   kworker/96:1H   -
   1680    1680  13 I<   kworker/13:1H-k -
   1683    1683  14 I<   kworker/14:1H-k -
   1686    1686  15 I<   kworker/15:1H-k -
   1691    1691  97 I<   kworker/97:1H-k -
   1692    1692  16 I<   kworker/16:1H-k -
   1695    1695  17 I<   kworker/17:1H-k -
   1696    1696  19 I<   kworker/19:1H-k -
   1698    1698  16 I    kworker/16:2-cg -
   1701    1701  99 I<   kworker/99:1H-k -
   1704    1704 160 I<   kworker/160:1H- -
   1705    1705  87 I<   kworker/R-kmpat -
   1706    1706  88 I<   kworker/R-kmpat -
   1707    1707  18 I    kworker/18:2-ev -
   1709    1709   6 R    kworker/6:3-mm_ -
   1710    1710   6 I    kworker/6:4-cgr -
   1711    1711  20 I<   kworker/20:1H-k -
   1714    1714   3 I<   kworker/3:1H-kb -
   1716    1716   4 I<   kworker/4:1H-kb -
   1719    1719   5 I<   kworker/5:1H-kb -
   1722    1722  21 I<   kworker/21:1H-k -
   1724    1724  98 I<   kworker/98:1H-k -
   1726    1726  22 I<   kworker/22:1H-k -
   1729    1729   1 I    kworker/1:2-mm_ -
   1732    1732  23 SLsl multipathd      -
   1734    1734  24 I<   kworker/24:1H-k -
   1757    1757  34 I<   kworker/34:1H-k -
   1759    1759  30 I<   kworker/30:1H-k -
   1764    1764  27 I<   kworker/27:1H-k -
   1765    1765  28 I<   kworker/28:1H-k -
   1766    1766 142 Ss   systemd-udevd   -
   1782    1782  87 S    psimon          -
   1789    1789 161 I<   kworker/161:1H- -
   1790    1790  26 I<   kworker/26:1H-k -
   1791    1791   9 I    kworker/9:2-mm_ -
   1792    1792   3 I    kworker/u769:4- -
   1796    1796 164 I<   kworker/164:1H- -
   1797    1797 163 I<   kworker/163:1H- -
   1798    1798 165 I<   kworker/165:1H- -
   1799    1799 166 I<   kworker/166:1H- -
   1801    1801 167 I<   kworker/167:1H- -
   1805    1805 168 I<   kworker/168:1H- -
   1807    1807 169 I<   kworker/169:1H- -
   1809    1809 171 I<   kworker/171:1H- -
   1811    1811 170 I<   kworker/170:1H- -
   1814    1814 174 I<   kworker/174:1H- -
   1815    1815 172 I<   kworker/172:1H- -
   1816    1816 173 I<   kworker/173:1H- -
   1818    1818 175 I<   kworker/175:1H- -
   1820    1820 176 I<   kworker/176:1H- -
   1822    1822 177 I<   kworker/177:1H- -
   1824    1824 178 I<   kworker/178:1H- -
   1825    1825 162 I<   kworker/162:1H- -
   1839    1839 179 I<   kworker/179:1H- -
   1855    1855 180 I<   kworker/180:1H- -
   1857    1857 181 I<   kworker/181:1H- -
   1861    1861 184 I<   kworker/184:1H- -
   1864    1864 186 I<   kworker/186:1H- -
   1866    1866 187 I<   kworker/187:1H- -
   1870    1870 188 I<   kworker/188:1H- -
   1873    1873 189 I<   kworker/189:1H- -
   1874    1874 190 I<   kworker/190:1H- -
   1879    1879 191 I<   kworker/191:1H- -
   1882    1882 100 I<   kworker/100:1H- -
   1887    1887 101 I<   kworker/101:1H- -
   1889    1889 102 I<   kworker/102:1H- -
   1890    1890 103 I<   kworker/103:1H- -
   1892    1892 109 I<   kworker/109:1H- -
   1893    1893 106 I<   kworker/106:1H- -
   1894    1894 108 I<   kworker/108:1H- -
   1895    1895 110 I<   kworker/110:1H- -
   1896    1896 112 I<   kworker/112:1H- -
   1897    1897 183 I<   kworker/183:1H- -
   1898    1898 113 I<   kworker/113:1H- -
   1899    1899 114 I<   kworker/114:1H- -
   1900    1900 117 I<   kworker/117:1H- -
   1901    1901 119 I<   kworker/119:1H- -
   1902    1902 111 I<   kworker/111:1H- -
   1903    1903 116 I<   kworker/116:1H- -
   1904    1904 182 I<   kworker/182:1H- -
   1905    1905 185 I<   kworker/185:1H- -
   1906    1906 104 I<   kworker/104:1H- -
   1908    1908 105 I<   kworker/105:1H- -
   1910    1910 118 I<   kworker/118:1H- -
   1912    1912 120 I<   kworker/120:1H- -
   1913    1913 115 I<   kworker/115:1H- -
   1914    1914 121 I<   kworker/121:1H- -
   1915    1915 122 I<   kworker/122:1H- -
   1917    1917 107 I<   kworker/107:1H- -
   1920    1920 125 I<   kworker/125:1H- -
   1921    1921 123 I<   kworker/123:1H- -
   1922    1922 124 I<   kworker/124:1H- -
   1930    1930 126 I<   kworker/126:1H- -
   1932    1932 127 I<   kworker/127:1H- -
   1933    1933 128 I<   kworker/128:1H- -
   1935    1935 129 I<   kworker/129:1H- -
   1937    1937 130 I<   kworker/130:1H- -
   1942    1942 131 I<   kworker/131:1H- -
   1951    1951 133 I<   kworker/133:1H- -
   1952    1952 134 I<   kworker/134:1H- -
   1955    1955 137 I<   kworker/137:1H- -
   1956    1956 138 I<   kworker/138:1H- -
   1958    1958 139 I<   kworker/139:1H- -
   1959    1959 132 I<   kworker/132:1H- -
   1960    1960 136 I<   kworker/136:1H- -
   1961    1961 135 I<   kworker/135:1H- -
   1963    1963 140 I<   kworker/140:1H- -
   1964    1964 141 I<   kworker/141:1H- -
   1965    1965 142 I<   kworker/142:1H- -
   1967    1967 143 I<   kworker/143:1H- -
   1970    1970 144 I<   kworker/144:1H- -
   1971    1971 145 I<   kworker/145:1H- -
   1974    1974 146 I<   kworker/146:1H- -
   1975    1975 147 I<   kworker/147:1H- -
   1987    1987 149 I<   kworker/149:1H- -
   1989    1989 150 I<   kworker/150:1H- -
   1994    1994 151 I<   kworker/151:1H- -
   1998    1998 152 I<   kworker/152:1H- -
   1999    1999 153 I<   kworker/153:1H- -
   2003    2003 154 I<   kworker/154:1H- -
   2005    2005 155 I<   kworker/155:1H- -
   2010    2010 156 I<   kworker/156:1H- -
   2012    2012 157 I<   kworker/157:1H- -
   2016    2016 158 I<   kworker/158:1H- -
   2018    2018 159 I<   kworker/159:1H- -
   2027    2027  81 I<   kworker/81:1H   -
   2029    2029  80 I<   kworker/80:1H   -
   2041    2041 167 I    kworker/167:2   -
   2135    2135  31 I<   kworker/31:1H-k -
   2151    2151  32 I<   kworker/32:1H-k -
   2155    2155  33 I<   kworker/33:1H-k -
   2159    2159  38 I<   kworker/38:1H-k -
   2161    2161  41 I<   kworker/41:1H-k -
   2163    2163  40 I<   kworker/40:1H-k -
   2165    2165  39 I<   kworker/39:1H-k -
   2166    2166  42 I<   kworker/42:1H-k -
   2168    2168  43 I<   kworker/43:1H-k -
   2173    2173  85 I<   kworker/85:1H   -
   2174    2174   8 I    kworker/8:2-cgr -
   2176    2176  88 I<   kworker/88:1H   -
   2178    2178  91 I<   kworker/91:1H-k -
   2179    2179  92 I<   kworker/92:1H-k -
   2180    2180  90 I<   kworker/90:1H-k -
   2181    2181  89 I<   kworker/89:1H   -
   2182    2182  36 I<   kworker/36:1H-k -
   2183    2183  75 I<   kworker/75:1H   -
   2184    2184  50 I<   kworker/50:1H-k -
   2185    2185  87 I<   kworker/87:1H-k -
   2186    2186  46 I<   kworker/46:1H-k -
   2187    2187  70 I<   kworker/70:1H-k -
   2188    2188  78 I<   kworker/78:1H   -
   2189    2189  84 I<   kworker/84:1H   -
   2190    2190  54 I<   kworker/54:1H-k -
   2191    2191  95 I<   kworker/95:1H-k -
   2192    2192  82 I<   kworker/82:1H   -
   2193    2193  49 I<   kworker/49:1H-k -
   2194    2194  73 I<   kworker/73:1H-k -
   2195    2195  56 I<   kworker/56:1H-k -
   2196    2196  69 I<   kworker/69:1H-k -
   2197    2197  51 I<   kworker/51:1H-k -
   2198    2198  45 I<   kworker/45:1H-k -
   2199    2199  93 I<   kworker/93:1H-k -
   2200    2200  64 I<   kworker/64:1H-k -
   2201    2201  83 I<   kworker/83:1H   -
   2202    2202  63 I<   kworker/63:1H-k -
   2205    2205 148 I<   kworker/148:1H- -
   2216    2216  95 S    jbd2/nvme0n1p16 -
   2217    2217  93 I<   kworker/R-ext4- -
   2240    2240  86 I<   kworker/86:1H   -
   2250    2250  98 I    kworker/98:2-cg -
   2321    2321  25 Ss   systemd-resolve -
   2355    2355  91 I    kworker/u769:5- -
   2357    2357  22 I    kworker/u769:6- -
   2361    2361  60 I<   kworker/60:1H-k -
   2364    2364 171 I    kworker/171:2-m -
   2366    2366   3 I    kworker/u769:7- -
   2371    2371  20 I    kworker/20:2-mm -
   2402    2402  35 I<   kworker/35:1H-k -
   2403    2403  74 I<   kworker/74:1H-k -
   2410    2410  94 I<   kworker/94:1H   -
   2411    2411  94 I    kworker/94:2    -
   2439    2439  57 I<   kworker/57:1H-k -
   2440    2440  61 I<   kworker/61:1H-k -
   2441    2441  68 I<   kworker/68:1H-k -
   2442    2442  25 I<   kworker/25:1H-k -
   2443    2443  79 I<   kworker/79:1H   -
   2444    2444  59 I<   kworker/59:1H-k -
   2445    2445  53 I<   kworker/53:1H-k -
   2446    2446  37 I<   kworker/37:1H-k -
   2447    2447  65 I<   kworker/65:1H-k -
   2448    2448  62 I<   kworker/62:1H-k -
   2449    2449  58 I<   kworker/58:1H-k -
   2450    2450  48 I<   kworker/48:1H-k -
   2451    2451  71 I<   kworker/71:1H-k -
   2452    2452  72 I<   kworker/72:1H   -
   2453    2453  52 I<   kworker/52:1H-k -
   2454    2454  66 I<   kworker/66:1H-k -
   2455    2455  47 I<   kworker/47:1H-k -
   2456    2456  77 I<   kworker/77:1H   -
   2457    2457  76 I<   kworker/76:1H   -
   2458    2458  55 I<   kworker/55:1H-k -
   2459    2459  44 I<   kworker/44:1H-k -
   2495    2495   1 Ss   systemd-network -
   2496    2496 103 I    kworker/103:2-e -
   2560    2560  97 I    kworker/u770:5- -
   2561    2561 173 I    kworker/u770:6- -
   2562    2562  98 I    kworker/u770:7- -
   2601    2601   9 Ss   acpid           -
   2605    2605  96 Ss   cron            -
   2606    2606  14 Ss   dbus-daemon     -
   2613    2613   5 Ssl  irqbalance      -
   2614    2614  16 Ss   networkd-dispat -
   2615    2615 118 Ssl  polkitd         -
   2621    2621   5 Ssl  snapd           -
   2627    2627 125 Ss   systemd-logind  -
   2632    2632  84 Ssl  udisksd         -
   2677    2677  68 I    kworker/u768:2- -
   2683    2683  12 Ss+  agetty          -
   2713    2713   1 Ssl  rsyslogd        -
   2717    2717  15 S    chronyd         -
   2746    2746  21 S    chronyd         -
   2748    2748  22 Ss+  agetty          -
   2775    2775  96 Ssl  unattended-upgr -
   2832    2832 154 Ssl  ModemManager    -
   2835    2835   0 I    kworker/0:3-eve -
   2874    2874 153 I    kworker/153:2-c -
   2890    2890 130 I    kworker/130:2   -
   3053    3053 148 Ssl  amazon-ssm-agen -
   3133    3133 120 I    kworker/120:3-m -
   3164    3164 126 I    kworker/126:2-e -
   3165    3165 172 I    kworker/u770:8- -
   3169    3169  12 Ss   sshd            -
   3315    3315  68 I<   kworker/R-tls-s -
   3568    3568 150 I    kworker/150:2   -
   5616    5616 136 I    kworker/136:2-c -
   6713    6713  67 I<   kworker/67:1H-k -
   9812    9812  20 I<   kworker/R-ib-co -
   9813    9813  21 I<   kworker/R-ib-co -
   9814    9814 138 I<   kworker/R-ib_mc -
   9815    9815  22 I<   kworker/R-ib_nl -
   9826    9826  86 I    kworker/86:2    -
  10166   10166  12 I    kworker/12:2-cg -
  10172   10172  55 I    kworker/55:2-cg -
  10246   10246  96 I    kworker/96:2-cg -
  10250   10250 138 I    kworker/138:2-c -
  10262   10262  14 I    kworker/14:2-mm -
  10326   10326  11 I    kworker/11:2-cg -
  10343   10343  95 I    kworker/95:2-mm -
  10615   10615  67 I    kworker/u768:1- -
  10799   10799 173 I    kworker/173:2-e -
  10884   10884  73 I    kworker/u769:0- -
  10885   10885 154 I    kworker/u770:2- -
  10937   10937 152 I    kworker/152:2   -
  10938   10938 152 I    kworker/152:3-m -
  10943   10943  71 I    kworker/71:2-cg -
  10947   10947  68 I    kworker/68:2-cg -
  10949   10949 153 I    kworker/153:0   -
  11822   11822  94 I    kworker/u769:1- -
  11823   11823  96 I    kworker/u770:3- -
  11973   11973   7 I    kworker/u769:8- -
  11975   11975 103 I    kworker/u770:4- -
  11976   11976  72 I    kworker/u769:9- -
  12772   12772 157 I    kworker/157:2   -
  12777   12777  53 I    kworker/53:2-cg -
  12854   12854  70 I    kworker/70:2    -
  12855   12855  70 I    kworker/70:3-mm -
  12860   12860 128 I    kworker/128:2-c -
  12861   12861 128 I    kworker/128:3   -
  12865   12865 129 I    kworker/129:2-m -
  12866   12866 132 Ss   sshd            -
  12869   12869 154 S    psimon          -
  12871   12871   4 Ss   systemd         -
  12872   12872   6 S    (sd-pam)        -
  12877   12877   2 I    kworker/2:2     -
  12937   12937 137 S    sshd            -
  12938   12938  83 Ss   bash            do_wait
  13237   13237 130 S    sudo            -
  13263   13263  53 Sl   zcnblk-wal-leaf -
  13377   13377  86 S    timeout         sigsuspend
  13378   13378  87 S    bash            do_wait
  13380   13380 113 S    bash            do_wait
  13394   13394   6 R    zcnblk-shm-0-0  -
  13395   13395 102 R    zcnblk-shm-1-0  -
  13473   13473 173 S    sudo            -
  13478   13478  19 Sl   zcnblk-shm-targ -
  13505   13505  10 S    bash            do_wait
  13527   13527 121 S    sudo            -
  13528   13528 122 S    perf            -
  13531   13531 126 Sl   zcblockbench    -
  13749   13749  96 I    kworker/u770:9- -
  14444   14444  89 R    ps              -
  14446   14446  20 S    sleep           hrtimer_nanosleep
